9.11,45.37,38.27
10.59,44.55,37.24
65.04,35.04,17.82
159.66,47.87,9.72
105.17,83.2,56.14
63,35.02,20.33
15.54,81.16,0.18
18.18,132.91,14.69
156.91,47.66,12.23
21.53,41.8,27.95
57.76,123.95,32.49
155.72,49.22,23.51
8.98,45.48,37.09
8.78,45.55,37.6
8.45,46.31,38.29
157.49,47.3,22.23
103.25,83.19,45.85
6.35,47.38,39.39
57.19,124.55,30.59
103.14,84.08,46.67
7.47,46.49,38.26
139.63,135.66,22.6
154.76,47.43,22.46
7.33,46.64,39.05
162.42,49.81,20.12
106.22,85.5,43.97
61.74,35.11,32.45
16.21,79.75,0.07
140.59,137.76,17.7
9.4,44.12,37.84
128.24,63.76,38.28
10.22,44.56,37.82
11.16,44.98,6.88
58.34,124.53,31.77
159.25,48.99,22.69
58.25,124.82,32.13
108.41,87.69,55.02
158.78,47.71,12.94
157.59,47.39,12.34
157.39,47.17,11.53
175.28,135.71,12.55
57.29,126.52,34.99
12.8,82.29,60.2
138.52,135.34,10.57
11.74,82.27,0.16
103.14,84.97,59.25
86.66,111.62,37.42
137.12,136.87,21.12
155.43,47.41,14.26
157.99,48.19,21.6
8.96,46.22,37.68
9.47,47.41,7.4
8.07,46.45,38.63
103.76,83.36,45.95
58.58,35.37,35.03
58.19,125.62,35.62
137.14,135.64,10.39
154.86,47.45,22.57
10.77,44.12,38.11
10.07,44.06,38.34
116.26,51.07,15.56
118.1,110.59,58.17
107.63,84.16,45.26
10.87,44.9,36.67
107.77,87.08,54.57
57.55,36.24,35.68
175.25,135.88,12.47
57.38,126.19,35.17
155.26,47.92,25.41
17.41,137.65,4.42
12.34,86.48,38.19
139.75,134.5,11.43
58.04,127.59,25.5
59.11,35.54,23.18
7.59,46.51,37.95
6.86,46.85,38.09
12.55,44.04,36.44
65.43,33.86,29.5
162.24,50.58,9.6
15.26,78.8,359.75
15.53,79.24,0.2
99.71,118.29,49.06
15.62,79.43,9.22
12.34,45.66,36.76
59.55,124.6,32.33
9.78,44.66,38.42
63.5,34.06,20.04
9.96,44.36,38.82
159.6,49.17,21.14
12.1,44.9,36.19
162,49.78,20.94
66.6,34.37,17.8
138.14,136.34,7.58
12.58,83.25,1.1
56.98,126.93,23.35
60.3,35.59,32.46
103.22,84.85,45.88
138.54,136.71,22.17
11.62,80.71,10
60.2,126.69,26.18
13.39,81.11,1.21
139.85,134.54,14.23
12.41,83.27,0.14
161.04,49.36,20.52
106.2,85.78,52.78
106.2,86.75,52.52
107.57,85.38,54.34
67.03,33.48,18.48
15.67,80.31,59.14
15.02,78.34,59.52
58.52,123.41,22.22
160.11,48.64,22.34
57.16,124.79,31.16
140.23,138.17,10.21
11.09,45.09,37.94
174.66,135.77,12.37
137.26,135.54,9.67
138.31,134.46,11.89
102.72,84.53,58.39
12.9,82.48,10.05
7.58,45.54,35.79
8.59,46.07,36.58
137.16,136.14,21.62
101.93,84.08,46.33
8.69,46.29,38.75
13.51,80.57,1.88
137.71,136.03,11.72
103.13,83.73,46.59
160.33,48.12,21.27
12.41,43.51,36.62
177.12,140.6,11.38
117.93,111.73,56.92
159.15,48.61,22.16
11.14,44.88,36.64
64.38,34.55,18.88
15.46,80.62,10.57
57.36,127.18,32.34
10.17,46.74,35.22
13.22,82.31,9.2
86.25,111.19,36.25
8.92,45.84,36.62
104.17,84.44,46.82
104.98,83.18,46.22
129.41,60.64,38.67
105.23,82.24,45.36
5.2,48.12,38.09
3.72,49.66,8.57
5.96,48.11,37.22
16.94,79.06,10.2
108.69,87.1,54.18
161.95,51.47,9.25
106.08,84.46,44.99
59.74,123.79,32.5
58.68,124.01,32.05
140.45,138.82,10.49
10.58,44.76,37.52
59.52,33.92,33.23
103.3,81.97,57.01
13.19,82.1,0.34
12.69,82.1,10.51
19.58,138.06,6.04
13.41,82.46,10.26
59.26,35.26,22.83
18.36,137.45,5.97
19.19,137.53,6.4
61.15,36.96,20.12
8.45,48.13,37.97
104.02,84.44,59.44
94.7,79.35,43.37
86.2,110.18,37.65
62.6,36.43,20.67
8.42,46.51,36.48
154.28,48.81,23.86
6.97,45.9,39.03
104.19,84.46,46.37
139,135.49,9.63
154.21,46.04,22.84
12.85,81.81,359.9
104.37,84.79,46.61
8.27,46.52,37.97
97.1,119.18,46.97
58.73,123.85,30.85
14.54,80.01,59.74
159.19,48.81,21.26
11.1,44.67,37.7
160.5,49.09,21.36
60.42,34.53,32.12
174.9,136.21,12.05
8.5,48.05,37.51
139.28,137.47,23.04
139.59,136.7,23.1
7.75,46.61,36.79
155.9,47.7,22.66
103.52,84.16,46.28
7.57,47.4,37.33
10.05,47.18,36.53
11.41,48.08,5.71
10.92,47.03,36.95
6.7,46.84,39.86
10.04,43.86,9.85
9.14,42.92,39.64
158.03,48.75,22.65
15.04,80,9.36
15.06,77.74,58.6
9.96,45.03,37.65
118.26,111.48,57.61
141.13,136.84,19.71
10.91,44.48,36.9
139.92,137.04,20.56
140.86,137.25,20.51
10.82,44.69,37.84
8.4,47.84,37.32
13.73,82.86,9.81
139.32,137.38,22.62
12.29,80.35,10.57
104.08,85.49,45.77
109.52,52.13,19.82
104.44,84.27,46.33
66.06,34.52,27.57
174.82,136.74,13.01
103.25,84.2,46.98
14.25,81.67,12.02
16.36,80.34,0.23
15.12,78.98,0.67
161.3,50.33,9.54
11.65,44.07,36.6
139.94,136.86,8.52
55.33,124.12,18.43
160.18,49.9,10
64.9,34.68,29.05
177.42,137.64,12.81
139.5,137.19,8.73
13.3,82.71,59.85
58.61,126.22,35.5
20.56,42.25,28.07
56.1,126.14,22.31
60.23,36.72,22.1
138.82,136.01,22.97
103.18,85.42,45.34
60,125.91,31.97
10.38,46.35,35.89
9.15,45.91,38.36
103.05,83.46,56.34
175.62,137.12,13.4
12.53,81.86,58.86
57.21,34.6,25.67
20.12,136.71,8.9
10.6,45.35,38.24
106.62,84.78,55.79
15.81,79.69,359.46
16.96,79,59.38
140.73,136.54,8.74
90.72,58.26,0.34
11.23,45.26,35.87
58.69,125.82,33.78
122.82,58.78,32.8
157.4,45.99,24.09
102.95,85.7,58.32
103.79,84.77,59.07
155.77,45.95,24.21
21.12,40.9,27.86
102.41,84.35,57.78
60.4,35.03,32.9
155.9,48.5,23.11
103.9,84.16,46.74
58.78,124.39,32.59
84.69,105.29,43.53
138.22,136.63,9.38
156.75,46.85,11.8
137.2,136.13,10.36
104.25,85.36,46.17
7.08,46.75,39.92
138.05,137.25,7.01
59.25,124.38,32.7
17.04,79.49,11.64
12.22,46.06,7.64
57.63,123.58,31.48
14.32,78.51,59.75
16.22,79.18,59.13
63.19,35.72,30.24
63.88,34.17,30.73
14.92,78.93,59.47
82.84,105.17,41.49
14.57,79.25,11.36
56.98,124,21.86
57.22,125.44,31.52
11.2,45.61,35.68
56.48,124.79,31.12
14.21,80.65,11.41
63.98,34.43,19.07
83.08,106.55,41.17
62.92,33.96,20.51
16.14,79.11,11.31
107.22,85.11,54.52
106.58,84.76,52.99
64.76,32.75,19.21
10.35,44.61,37.38
9.94,45.01,37.13
174.52,136.29,12.13
59.36,36.47,23.19
10.06,47.04,36.5
12.92,81.47,10.5
155.07,47.24,12.09
11.78,80.46,9.79
126.05,105.93,2
8.91,45.49,36.21
89.37,110.13,38.1
11.93,81.69,0.6
104.42,84.47,45.99
104.08,83.46,45.59
84.29,107.2,44.48
140.01,135.99,22.71
8.01,46.85,38.5
139.94,137.55,8.21
16.22,80.65,0.24
10.44,45.04,38.41
160.15,49.39,20.84
106.81,86.66,53.57
161.18,49.05,21.16
157.16,46.2,18.38
141.19,138.13,21.39
59.45,123.63,32.65
104.85,84.6,55.29
139.87,136.81,9.79
11.1,45.34,35.56
63.05,34.31,20.64
160.38,48.42,21.54
127.02,59.84,30.46
62.71,32.5,20.81
20.45,134.78,7.31
122.92,58.48,32.71
14.32,81.84,10.33
56.1,127.25,21.98
173.53,136.25,12.73
103.26,84.67,46.24
137.78,135.12,10.44
8.59,46.13,37.61
7.09,46.1,39.16
6.43,46.84,9.34
8.02,45.8,38.95
16.26,80.33,0.55
15.35,80.84,59.97
93.34,59.47,59.94
88.49,58.41,2.34
60.55,37.66,21.39
156.32,47.08,24.19
13.81,80.91,9.95
56.88,125.3,22.95
64.7,37.38,58.58
9.29,46.25,35.9
3.76,45.53,39.12
57.89,124.72,34.4
57.3,124.03,33.48
83.47,104.65,43.57
57.12,123.29,31.62
9.8,44.18,38.78
11.26,44.81,37.44
65.33,33.79,29.1
11.4,44.47,36.16
105.77,85.59,44.79
153.76,48.7,22.7
22.06,40.59,30.89
59.37,123.96,32.34
105.88,85.21,54.88
64.54,34.6,18.4
12.27,44.35,35.69
85.12,105.17,42.56
106.66,85.72,55.39
156.13,46.69,25.16
142.18,137.9,14.9
58.56,125.99,34.24
137.94,135.55,20.83
8.07,46.26,36.34
154.29,48.75,23.89
8.51,45.77,36.32
7.64,46.25,38.92
156.38,47.48,20.57
12.09,81.41,12.52
140.59,135.89,9.76
9.99,46.65,38.34
57.93,125.33,33.3
139.47,137.36,7.98
107.96,85.58,44.3
57.7,123.79,30.75
65.56,33.76,28.89
140.86,137.6,9.65
139.42,137.37,7.68
106.06,85.06,44.96
158.31,49.4,22.82
9.95,44.32,37.83
92.2,57.56,59.64
63.6,34.29,29.96
11.83,44.06,36.92
174.46,136,11.72
157.94,46.86,11.29
13.75,82.79,10.02
11.28,80.45,10.2
5.83,45.87,40.06
57.42,35.1,24.49
162.03,49.93,20.49
15.75,78.48,11.84
10.75,44.64,37.48
139.54,137.79,8.6
57.9,124.75,30.98
